model,raw_model,input_mode,source_video,task_family,premise,condition,statement_type,statement,score,response,error,result_file,line_number
Qwen/Qwen2.5-VL-32B-Instruct [pure-video],Qwen/Qwen2.5-VL-32B-Instruct,pure-video,materials\animations\Supplement1_ControlPremise.m4v,Supplement1,ControlPremise,,baseline,"If Mitchell annoys a friend today, it won't necessarily involve flashing a pink laser.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_pure_video_sequence_ratings.jsonl,44
Qwen/Qwen2.5-VL-3B-Instruct,Qwen/Qwen2.5-VL-3B-Instruct,split,materials\animations\Supplement1_ControlPremise.m4v,Supplement1,ControlPremise,,baseline,"If Mitchell annoys a friend today, it won't necessarily involve flashing a pink laser.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_sequence_ratings.jsonl,44
Qwen/Qwen2.5-VL-3B-Instruct [pure-text],Qwen/Qwen2.5-VL-3B-Instruct,pure-text,materials\animations\Supplement1_ControlPremise.m4v,Supplement1,ControlPremise,,baseline,"If Mitchell annoys a friend today, it won't necessarily involve flashing a pink laser.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_text_sequence_ratings.jsonl,44
Qwen/Qwen2.5-VL-3B-Instruct [pure-video],Qwen/Qwen2.5-VL-3B-Instruct,pure-video,materials\animations\Supplement1_ControlPremise.m4v,Supplement1,ControlPremise,,baseline,"If Mitchell annoys a friend today, it won't necessarily involve flashing a pink laser.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_video_sequence_ratings.jsonl,44
Qwen/Qwen2.5-VL-7B-Instruct,Qwen/Qwen2.5-VL-7B-Instruct,split,materials\animations\Supplement1_ControlPremise.m4v,Supplement1,ControlPremise,,baseline,"If Mitchell annoys a friend today, it won't necessarily involve flashing a pink laser.",20,20,,results\qwen__qwen2.5-vl-7b-instruct_sequence_ratings.jsonl,44
Qwen/Qwen2.5-VL-7B-Instruct [pure-text],Qwen/Qwen2.5-VL-7B-Instruct,pure-text,materials\animations\Supplement1_ControlPremise.m4v,Supplement1,ControlPremise,,baseline,"If Mitchell annoys a friend today, it won't necessarily involve flashing a pink laser.",75,75,,results\qwen__qwen2.5-vl-7b-instruct_pure_text_sequence_ratings.jsonl,44
Qwen/Qwen2.5-VL-7B-Instruct [pure-video],Qwen/Qwen2.5-VL-7B-Instruct,pure-video,materials\animations\Supplement1_ControlPremise.m4v,Supplement1,ControlPremise,,baseline,"If Mitchell annoys a friend today, it won't necessarily involve flashing a pink laser.",90,90,,results\qwen__qwen2.5-vl-7b-instruct_pure_video_sequence_ratings.jsonl,44
google/gemma-4-12B-it,google/gemma-4-12B-it,split,materials\animations\Supplement1_ControlPremise.m4v,Supplement1,ControlPremise,,baseline,"If Mitchell annoys a friend today, it won't necessarily involve flashing a pink laser.",100,100,,results\google__gemma-4-12b-it_sequence_ratings.jsonl,44
google/gemma-4-12B-it [pure-text],google/gemma-4-12B-it,pure-text,materials\animations\Supplement1_ControlPremise.m4v,Supplement1,ControlPremise,,baseline,"If Mitchell annoys a friend today, it won't necessarily involve flashing a pink laser.",100,100,,results\google__gemma-4-12b-it_pure_text_sequence_ratings.jsonl,44
google/gemma-4-12B-it [pure-video],google/gemma-4-12B-it,pure-video,materials\animations\Supplement1_ControlPremise.m4v,Supplement1,ControlPremise,,baseline,"If Mitchell annoys a friend today, it won't necessarily involve flashing a pink laser.",100,100,,results\google__gemma-4-12b-it_pure_video_sequence_ratings.jsonl,44
Qwen/Qwen2.5-VL-32B-Instruct,Qwen/Qwen2.5-VL-32B-Instruct,split,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,target,"If Mason successfully blasts his laser, it will involve flashing a purple laser.",100,100,,results\qwen__qwen2.5-vl-32b-instruct_sequence_ratings.jsonl,45
Qwen/Qwen2.5-VL-32B-Instruct [pure-text],Qwen/Qwen2.5-VL-32B-Instruct,pure-text,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,target,"If Mason successfully blasts his laser, it will involve flashing a purple laser.",85,85,,results\qwen__qwen2.5-vl-32b-instruct_pure_text_sequence_ratings.jsonl,45
Qwen/Qwen2.5-VL-32B-Instruct [pure-video],Qwen/Qwen2.5-VL-32B-Instruct,pure-video,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,target,"If Mason successfully blasts his laser, it will involve flashing a purple laser.",80,80,,results\qwen__qwen2.5-vl-32b-instruct_pure_video_sequence_ratings.jsonl,45
Qwen/Qwen2.5-VL-3B-Instruct,Qwen/Qwen2.5-VL-3B-Instruct,split,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,target,"If Mason successfully blasts his laser, it will involve flashing a purple laser.",85,85,,results\qwen__qwen2.5-vl-3b-instruct_sequence_ratings.jsonl,45
Qwen/Qwen2.5-VL-3B-Instruct [pure-text],Qwen/Qwen2.5-VL-3B-Instruct,pure-text,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,target,"If Mason successfully blasts his laser, it will involve flashing a purple laser.",85,85,,results\qwen__qwen2.5-vl-3b-instruct_pure_text_sequence_ratings.jsonl,45
Qwen/Qwen2.5-VL-3B-Instruct [pure-video],Qwen/Qwen2.5-VL-3B-Instruct,pure-video,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,target,"If Mason successfully blasts his laser, it will involve flashing a purple laser.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_video_sequence_ratings.jsonl,45
Qwen/Qwen2.5-VL-7B-Instruct,Qwen/Qwen2.5-VL-7B-Instruct,split,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,target,"If Mason successfully blasts his laser, it will involve flashing a purple laser.",95,95,,results\qwen__qwen2.5-vl-7b-instruct_sequence_ratings.jsonl,45
Qwen/Qwen2.5-VL-7B-Instruct [pure-text],Qwen/Qwen2.5-VL-7B-Instruct,pure-text,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,target,"If Mason successfully blasts his laser, it will involve flashing a purple laser.",95,95,,results\qwen__qwen2.5-vl-7b-instruct_pure_text_sequence_ratings.jsonl,45
Qwen/Qwen2.5-VL-7B-Instruct [pure-video],Qwen/Qwen2.5-VL-7B-Instruct,pure-video,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,target,"If Mason successfully blasts his laser, it will involve flashing a purple laser.",70,70,,results\qwen__qwen2.5-vl-7b-instruct_pure_video_sequence_ratings.jsonl,45
google/gemma-4-12B-it,google/gemma-4-12B-it,split,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,target,"If Mason successfully blasts his laser, it will involve flashing a purple laser.",100,100,,results\google__gemma-4-12b-it_sequence_ratings.jsonl,45
google/gemma-4-12B-it [pure-text],google/gemma-4-12B-it,pure-text,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,target,"If Mason successfully blasts his laser, it will involve flashing a purple laser.",100,100,,results\google__gemma-4-12b-it_pure_text_sequence_ratings.jsonl,45
google/gemma-4-12B-it [pure-video],google/gemma-4-12B-it,pure-video,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,target,"If Mason successfully blasts his laser, it will involve flashing a purple laser.",100,100,,results\google__gemma-4-12b-it_pure_video_sequence_ratings.jsonl,45
Qwen/Qwen2.5-VL-32B-Instruct,Qwen/Qwen2.5-VL-32B-Instruct,split,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,baseline,"If Mason successfully blasts his laser, it won't necessarily involve flashing a purple laser.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_sequence_ratings.jsonl,46
Qwen/Qwen2.5-VL-32B-Instruct [pure-text],Qwen/Qwen2.5-VL-32B-Instruct,pure-text,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,baseline,"If Mason successfully blasts his laser, it won't necessarily involve flashing a purple laser.",50,"50

### Explanation:
The video",,results\qwen__qwen2.5-vl-32b-instruct_pure_text_sequence_ratings.jsonl,46
Qwen/Qwen2.5-VL-32B-Instruct [pure-video],Qwen/Qwen2.5-VL-32B-Instruct,pure-video,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,baseline,"If Mason successfully blasts his laser, it won't necessarily involve flashing a purple laser.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_pure_video_sequence_ratings.jsonl,46
Qwen/Qwen2.5-VL-3B-Instruct,Qwen/Qwen2.5-VL-3B-Instruct,split,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,baseline,"If Mason successfully blasts his laser, it won't necessarily involve flashing a purple laser.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_sequence_ratings.jsonl,46
Qwen/Qwen2.5-VL-3B-Instruct [pure-text],Qwen/Qwen2.5-VL-3B-Instruct,pure-text,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,baseline,"If Mason successfully blasts his laser, it won't necessarily involve flashing a purple laser.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_text_sequence_ratings.jsonl,46
Qwen/Qwen2.5-VL-3B-Instruct [pure-video],Qwen/Qwen2.5-VL-3B-Instruct,pure-video,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,baseline,"If Mason successfully blasts his laser, it won't necessarily involve flashing a purple laser.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_video_sequence_ratings.jsonl,46
Qwen/Qwen2.5-VL-7B-Instruct,Qwen/Qwen2.5-VL-7B-Instruct,split,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,baseline,"If Mason successfully blasts his laser, it won't necessarily involve flashing a purple laser.",20,20,,results\qwen__qwen2.5-vl-7b-instruct_sequence_ratings.jsonl,46
Qwen/Qwen2.5-VL-7B-Instruct [pure-text],Qwen/Qwen2.5-VL-7B-Instruct,pure-text,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,baseline,"If Mason successfully blasts his laser, it won't necessarily involve flashing a purple laser.",0,0,,results\qwen__qwen2.5-vl-7b-instruct_pure_text_sequence_ratings.jsonl,46
Qwen/Qwen2.5-VL-7B-Instruct [pure-video],Qwen/Qwen2.5-VL-7B-Instruct,pure-video,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,baseline,"If Mason successfully blasts his laser, it won't necessarily involve flashing a purple laser.",20,20,,results\qwen__qwen2.5-vl-7b-instruct_pure_video_sequence_ratings.jsonl,46
google/gemma-4-12B-it,google/gemma-4-12B-it,split,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,baseline,"If Mason successfully blasts his laser, it won't necessarily involve flashing a purple laser.",100,100,,results\google__gemma-4-12b-it_sequence_ratings.jsonl,46
google/gemma-4-12B-it [pure-text],google/gemma-4-12B-it,pure-text,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,baseline,"If Mason successfully blasts his laser, it won't necessarily involve flashing a purple laser.",0,0,,results\google__gemma-4-12b-it_pure_text_sequence_ratings.jsonl,46
google/gemma-4-12B-it [pure-video],google/gemma-4-12B-it,pure-video,materials\animations\Supplement2_TargetPremise.m4v,Supplement2,TargetPremise,,baseline,"If Mason successfully blasts his laser, it won't necessarily involve flashing a purple laser.",100,"thought
100",,results\google__gemma-4-12b-it_pure_video_sequence_ratings.jsonl,46
Qwen/Qwen2.5-VL-32B-Instruct,Qwen/Qwen2.5-VL-32B-Instruct,split,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,target,"If Tegan successfully blasts her laser, it will involve flashing a purple laser.",90,90,,results\qwen__qwen2.5-vl-32b-instruct_sequence_ratings.jsonl,47
Qwen/Qwen2.5-VL-32B-Instruct [pure-text],Qwen/Qwen2.5-VL-32B-Instruct,pure-text,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,target,"If Tegan successfully blasts her laser, it will involve flashing a purple laser.",75,75,,results\qwen__qwen2.5-vl-32b-instruct_pure_text_sequence_ratings.jsonl,47
Qwen/Qwen2.5-VL-32B-Instruct [pure-video],Qwen/Qwen2.5-VL-32B-Instruct,pure-video,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,target,"If Tegan successfully blasts her laser, it will involve flashing a purple laser.",80,80,,results\qwen__qwen2.5-vl-32b-instruct_pure_video_sequence_ratings.jsonl,47
Qwen/Qwen2.5-VL-3B-Instruct,Qwen/Qwen2.5-VL-3B-Instruct,split,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,target,"If Tegan successfully blasts her laser, it will involve flashing a purple laser.",85,85,,results\qwen__qwen2.5-vl-3b-instruct_sequence_ratings.jsonl,47
Qwen/Qwen2.5-VL-3B-Instruct [pure-text],Qwen/Qwen2.5-VL-3B-Instruct,pure-text,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,target,"If Tegan successfully blasts her laser, it will involve flashing a purple laser.",85,85,,results\qwen__qwen2.5-vl-3b-instruct_pure_text_sequence_ratings.jsonl,47
Qwen/Qwen2.5-VL-3B-Instruct [pure-video],Qwen/Qwen2.5-VL-3B-Instruct,pure-video,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,target,"If Tegan successfully blasts her laser, it will involve flashing a purple laser.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_video_sequence_ratings.jsonl,47
Qwen/Qwen2.5-VL-7B-Instruct,Qwen/Qwen2.5-VL-7B-Instruct,split,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,target,"If Tegan successfully blasts her laser, it will involve flashing a purple laser.",95,95,,results\qwen__qwen2.5-vl-7b-instruct_sequence_ratings.jsonl,47
Qwen/Qwen2.5-VL-7B-Instruct [pure-text],Qwen/Qwen2.5-VL-7B-Instruct,pure-text,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,target,"If Tegan successfully blasts her laser, it will involve flashing a purple laser.",85,85,,results\qwen__qwen2.5-vl-7b-instruct_pure_text_sequence_ratings.jsonl,47
Qwen/Qwen2.5-VL-7B-Instruct [pure-video],Qwen/Qwen2.5-VL-7B-Instruct,pure-video,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,target,"If Tegan successfully blasts her laser, it will involve flashing a purple laser.",85,85,,results\qwen__qwen2.5-vl-7b-instruct_pure_video_sequence_ratings.jsonl,47
google/gemma-4-12B-it,google/gemma-4-12B-it,split,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,target,"If Tegan successfully blasts her laser, it will involve flashing a purple laser.",100,100,,results\google__gemma-4-12b-it_sequence_ratings.jsonl,47
google/gemma-4-12B-it [pure-text],google/gemma-4-12B-it,pure-text,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,target,"If Tegan successfully blasts her laser, it will involve flashing a purple laser.",100,100,,results\google__gemma-4-12b-it_pure_text_sequence_ratings.jsonl,47
google/gemma-4-12B-it [pure-video],google/gemma-4-12B-it,pure-video,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,target,"If Tegan successfully blasts her laser, it will involve flashing a purple laser.",100,100,,results\google__gemma-4-12b-it_pure_video_sequence_ratings.jsonl,47
Qwen/Qwen2.5-VL-32B-Instruct,Qwen/Qwen2.5-VL-32B-Instruct,split,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,baseline,"If Tegan successfully blasts her laser, it won't necessarily involve flashing a purple laser.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_sequence_ratings.jsonl,48
Qwen/Qwen2.5-VL-32B-Instruct [pure-text],Qwen/Qwen2.5-VL-32B-Instruct,pure-text,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,baseline,"If Tegan successfully blasts her laser, it won't necessarily involve flashing a purple laser.",50,"50

### Explanation:
- The",,results\qwen__qwen2.5-vl-32b-instruct_pure_text_sequence_ratings.jsonl,48
Qwen/Qwen2.5-VL-32B-Instruct [pure-video],Qwen/Qwen2.5-VL-32B-Instruct,pure-video,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,baseline,"If Tegan successfully blasts her laser, it won't necessarily involve flashing a purple laser.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_pure_video_sequence_ratings.jsonl,48
Qwen/Qwen2.5-VL-3B-Instruct,Qwen/Qwen2.5-VL-3B-Instruct,split,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,baseline,"If Tegan successfully blasts her laser, it won't necessarily involve flashing a purple laser.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_sequence_ratings.jsonl,48
Qwen/Qwen2.5-VL-3B-Instruct [pure-text],Qwen/Qwen2.5-VL-3B-Instruct,pure-text,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,baseline,"If Tegan successfully blasts her laser, it won't necessarily involve flashing a purple laser.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_text_sequence_ratings.jsonl,48
Qwen/Qwen2.5-VL-3B-Instruct [pure-video],Qwen/Qwen2.5-VL-3B-Instruct,pure-video,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,baseline,"If Tegan successfully blasts her laser, it won't necessarily involve flashing a purple laser.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_video_sequence_ratings.jsonl,48
Qwen/Qwen2.5-VL-7B-Instruct,Qwen/Qwen2.5-VL-7B-Instruct,split,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,baseline,"If Tegan successfully blasts her laser, it won't necessarily involve flashing a purple laser.",0,0,,results\qwen__qwen2.5-vl-7b-instruct_sequence_ratings.jsonl,48
Qwen/Qwen2.5-VL-7B-Instruct [pure-text],Qwen/Qwen2.5-VL-7B-Instruct,pure-text,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,baseline,"If Tegan successfully blasts her laser, it won't necessarily involve flashing a purple laser.",0,0,,results\qwen__qwen2.5-vl-7b-instruct_pure_text_sequence_ratings.jsonl,48
Qwen/Qwen2.5-VL-7B-Instruct [pure-video],Qwen/Qwen2.5-VL-7B-Instruct,pure-video,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,baseline,"If Tegan successfully blasts her laser, it won't necessarily involve flashing a purple laser.",20,20,,results\qwen__qwen2.5-vl-7b-instruct_pure_video_sequence_ratings.jsonl,48
google/gemma-4-12B-it,google/gemma-4-12B-it,split,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,baseline,"If Tegan successfully blasts her laser, it won't necessarily involve flashing a purple laser.",100,100,,results\google__gemma-4-12b-it_sequence_ratings.jsonl,48
google/gemma-4-12B-it [pure-text],google/gemma-4-12B-it,pure-text,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,baseline,"If Tegan successfully blasts her laser, it won't necessarily involve flashing a purple laser.",0,0,,results\google__gemma-4-12b-it_pure_text_sequence_ratings.jsonl,48
google/gemma-4-12B-it [pure-video],google/gemma-4-12B-it,pure-video,materials\animations\Supplement2_ControlPremise.m4v,Supplement2,ControlPremise,,baseline,"If Tegan successfully blasts her laser, it won't necessarily involve flashing a purple laser.",100,100,,results\google__gemma-4-12b-it_pure_video_sequence_ratings.jsonl,48
